ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
SKUL,medium_airport,Heriberto Gíl Martínez Airport,"-76.2351, 4.08836",3132,SA,CO,CO-VAC,Tuluá,SKUL,ULQ,ULQ
SKUR,small_airport,Urrao Airport,"-76.1425, 6.32883",6090,SA,CO,CO-ANT,Urrao,SKUR,URR,URR
SKVG,small_airport,Villa Garzón Airport,"-76.6056, 0.978767",1248,SA,CO,CO-PUT,Villa Garzón,SKVG,VGZ,VGZ
SKVL,small_airport,Velásquez Airport,"-74.457, 5.93904",566,SA,CO,CO-BOY,Puerto Boyacá,SKVL,PYA,
SKVP,medium_airport,Alfonso López Pumarejo Airport,"-73.2495, 10.435",483,SA,CO,CO-CES,Valledupar,SKVP,VUP,VUP
SKVV,medium_airport,Vanguardia Airport,"-73.6138, 4.16787",1394,SA,CO,CO-MET,Villavicencio,SKVV,VVC,VVC
SKYA,small_airport,Yaguara Airport,"-73.9333, 1.54417",812,SA,CO,CO-CAQ,San Vicente Del Caguán,SKYA,AYG,AYG
SKYP,medium_airport,El Yopal Airport,"-72.384, 5.31911",1028,SA,CO,CO-CAS,El Yopal,SKYP,EYP,EYP
SLAG,small_airport,Monteagudo Airport,"-63.96099853515625, -19.82699966430664",3674,SA,BO,BO-H,El Bañado,SLAG,MHW,
SLAP,small_airport,Apolo Airport,"-68.41190338134766, -14.735600471496582",4639,SA,BO,BO-L,Apolo,SLAP,APB,
SLAS,small_airport,Ascención De Guarayos Airport,"-63.156700134277344, -15.930299758911133",807,SA,BO,BO-S,Ascensión de Guarayos,SLAS,ASC,
SLBJ,medium_airport,Bermejo Airport,"-64.31289672850001, -22.7733001709",1249,SA,BO,BO-T,Bermejo,SLBJ,BJO,
SLCA,small_airport,Camiri Airport,"-63.527801513671875, -20.006399154663086",2614,SA,BO,BO-S,Camiri,SLCA,CAM,
SLCB,medium_airport,Jorge Wilsterman International Airport,"-66.1771011352539, -17.421100616455078",8360,SA,BO,BO-C,Cochabamba,SLCB,CBB,
SLCO,medium_airport,Capitán Aníbal Arab Airport,"-68.7829971313, -11.040399551400002",889,SA,BO,BO-N,Cobija,SLCO,CIJ,
SLCP,small_airport,Concepción Airport,"-62.02859878540039, -16.1382999420166",1620,SA,BO,BO-S,Concepción,SLCP,CEP,
SLET,medium_airport,El Trompillo Airport,"-63.1715011597, -17.8115997314",1371,SA,BO,BO-S,Santa Cruz,SLET,SRZ,
SLGY,small_airport,Capitán de Av. Emilio Beltrán Airport,"-65.3455963135, -10.820599556",557,SA,BO,BO-B,Guayaramerín,SLGY,GYA,
SLHJ,small_airport,Huacaraje Airport,"-63.747898101800004, -13.5500001907",846,SA,BO,BO-B,Itenes,SLHJ,BVK,
SLJ,small_airport,Solomon Aerodrome,"117.7627, -22.2554",2030,OC,AU,AU-WA,,,SLJ,
SLJE,small_airport,San José De Chiquitos Airport,"-60.743099212646484, -17.830799102783203",974,SA,BO,BO-S,San José de Chiquitos,SLJE,SJS,
SLJO,small_airport,San Joaquín Airport,"-64.661697, -13.0528",456,SA,BO,BO-B,San Joaquín,SLJO,SJB,
SLJV,small_airport,San Javier Airport,"-62.470298767089844, -16.27079963684082",1702,SA,BO,BO-S,San Javier,SLJV,SJV,
SLLP,medium_airport,El Alto International Airport,"-68.19229888916016, -16.5132999420166",13355,SA,BO,BO-L,La Paz / El Alto,SLLP,LPB,
SLMG,small_airport,Magdalena Airport,"-64.0607643127, -13.2607483767",462,SA,BO,BO-B,Magdalena,SLMG,MGD,
SLOR,medium_airport,Juan Mendoza Airport,"-67.0762023926, -17.962600708",12152,SA,BO,BO-O,Oruro,SLOR,ORU,
SLPO,medium_airport,Capitan Nicolas Rojas Airport,"-65.72370147710001, -19.5431003571",12913,SA,BO,BO-P,Potosí,SLPO,POI,
SLPR,small_airport,Puerto Rico Airport,"-67.55115509033203, -11.10766315460205",597,SA,BO,BO-N,Puerto Rico/Manuripi,SLPR,PUR,
SLPS,medium_airport,Capitán Av. Salvador Ogaya G. airport,"-57.820598602299995, -18.9752998352",505,SA,BO,BO-S,Puerto Suárez,SLPS,PSZ,
SLRA,small_airport,San Ramón Airport,"-64.603897, -13.2639",698,SA,BO,BO-B,San Ramón / Mamoré,SLRA,SRD,
SLRB,small_airport,Roboré Airport,"-59.76499938964844, -18.329200744628906",905,SA,BO,BO-S,Roboré,SLRB,RBO,
SLRI,small_airport,Capitán Av. Selin Zeitun Lopez Airport,"-66, -11",462,SA,BO,BO-B,Riberalta,SLRI,RIB,
SLRY,small_airport,Reyes Airport,"-67.35340118408203, -14.304400444030762",935,SA,BO,BO-B,Reyes,SLRY,REY,
SLSA,medium_airport,Santa Ana Del Yacuma Airport,"-65.4352035522, -13.762200355500001",472,SA,BO,BO-B,Santa Ana del Yacuma,SLSA,SBL,
SLSB,small_airport,Capitán Av. German Quiroga G. Airport,"-66.73750305175781, -14.859199523925781",633,SA,BO,BO-B,San Borja,SLSB,SRJ,
SLSI,small_airport,Capitán Av. Juan Cochamanidis S. Airport,"-60.962799072265625, -16.38360023498535",1354,SA,BO,BO-S,San Ignacio de Velasco,SLSI,SNG,
SLSM,small_airport,San Ignacio de Moxos Airport,"-65.6338, -14.9658",545,SA,BO,BO-B,San Ignacio de Moxos,SLSM,SNM,
SLSR,small_airport,Santa Rosa De Yacuma Airport,"-66.78679656982422, -14.066200256347656",738,SA,BO,BO-B,Santa Rosa,SLSR,SRB,
SLSU,medium_airport,Juana Azurduy De Padilla Airport,"-65.2886962890625, -19.007099151611328",9540,SA,BO,BO-H,Sucre,SLSU,SRE,
SLTI,small_airport,San Matías Airport,"-58.40190124511719, -16.33919906616211",403,SA,BO,BO-S,San Matías,SLTI,MQK,
SLTJ,medium_airport,Capitan Oriel Lea Plaza Airport,"-64.7013015747, -21.5557003021",6079,SA,BO,BO-T,Tarija,SLTJ,TJA,
SLTR,medium_airport,Teniente Av. Jorge Henrich Arauz Airport,"-64.9179992676, -14.8186998367",509,SA,BO,BO-B,Trinidad,SLTR,TDD,
SLUY,small_airport,Uyuni Airport,"-66.8483963013, -20.446300506599997",11136,SA,BO,BO-P,Quijarro,SLUY,UYU,
SLVG,small_airport,Capitán Av. Vidal Villagomez Toledo Airport,"-64.09940338134766, -18.482500076293945",6551,SA,BO,BO-S,Vallegrande,SLVG,VAH,
SLVM,medium_airport,Teniente Coronel Rafael Pabón Airport,"-63.4056015015, -21.255199432399998",1305,SA,BO,BO-T,Villamontes,SLVM,VLM,
SLVR,medium_airport,Viru Viru International Airport,"-63.135398864746094, -17.644800186157227",1224,SA,BO,BO-S,Santa Cruz,SLVR,VVI,
SLYA,medium_airport,Yacuiba Airport,"-63.65169906616211, -21.960899353027344",2112,SA,BO,BO-T,Yacuíba,SLYA,BYC,
SM-0002,small_airport,Aviosuperficie Torraccia,"12.510188, 43.948679",787,EU,SM,SM-03,Domagnano,,,RSM01
SMBN,small_airport,Albina Airport,"-54.05009841918945, 5.512720108032227",19,SA,SR,SR-MA,Albina,SMBN,ABN,
SMCO,small_airport,Totness Airport,"-56.32749938964844, 5.865829944610596",10,SA,SR,SR-CR,Totness,SMCO,TOT,
SMDA,small_airport,Drietabbetje Airport,"-54.672766, 4.111359",236,SA,SR,SR-SI,Drietabbetje,SMDA,DRJ,
SMH,small_airport,Sapmanga Airport,"146.811111111, -6.075277777779999",2912,OC,PG,PG-MPL,Sapmanga,AYSP,SMH,SAG
SMJP,medium_airport,Johan Adolf Pengel International Airport,"-55.1878013611, 5.4528298377999995",59,SA,SR,SR-PR,Zandery,SMJP,PBM,
SMMO,small_airport,Moengo Airstrip,"-54.4003, 5.6076",49,SA,SR,SR-MA,Moengo,SMMO,MOJ,
SMNI,small_airport,Nieuw Nickerie Airport,"-57.039398193359375, 5.955560207366943",9,SA,SR,SR-NI,Nieuw Nickerie,SMNI,ICK,
SMP,small_airport,Stockholm Airport,"151.533, -4.358",10,OC,PG,PG-EBR,Stockholm,,SMP,STK
SMPA,small_airport,Vincent Fayks Airport,"-55.442501068115234, 3.3452799320220947",714,SA,SR,SR-SI,Paloemeu,SMPA,OEM,
SMST,small_airport,Stoelmanseiland Airport,"-54.41666793823242, 4.349999904632568",187,SA,SR,SR-SI,Stoelmanseiland,SMST,SMZ,
SMWA,small_airport,Wageningen Airstrip,"-56.673328, 5.841128",6,SA,SR,SR-NI,Wageningen,SMWA,AGI,
SMZO,small_airport,Zorg en Hoop Airport,"-55.19070053100586, 5.811079978942871",10,SA,SR,SR-PM,Paramaribo,SMZO,ORG,
SNAI,small_airport,Alto Parnaíba Airport,"-45.950557708740234, -9.083610534667969",968,SA,BR,BR-MA,Alto Parnaíba,SNAI,APY,
SNAL,small_airport,Arapiraca Airport,"-36.62919998168945, -9.775360107421875",886,SA,BR,BR-AL,Arapiraca,SNAL,APQ,SNAL
SNAR,small_airport,Cirilo Queiróz Airport,"-40.66722, -16.18389",640,SA,BR,BR-MG,Almenara,SNAR,AMJ,SNAR
SNAU,small_airport,Aeroclube Airport,"-37.083099365234375, -10.903300285339355",23,SA,BR,BR-SE,Aracaju,SNAU,0,
SNAX,small_airport,Marcelo Pires Halzhausen Airport,"-50.453056, -22.64",1850,SA,BR,BR-SP,Assis,SNAX,AIF,SNAX
SNBC,small_airport,Barra do Corda Airport,"-45.215833, -5.5025",509,SA,BR,BR-MA,Barra Do Corda,SNBC,BDC,
SNBL,small_airport,Belmonte Airport,"-38.87189865112305, -15.871700286865234",33,SA,BR,BR-BA,Belmonte,SNBL,BVM,SNBL
SNBO,small_airport,Boquira Airport,"-42.72890090942383, -12.790599822998047",1886,SA,BR,BR-BA,Boquira,SNBO,0,
SNBR,small_airport,Barreiras Airport,"-45.00899887084961, -12.078900337219238",2447,SA,BR,BR-BA,Barreiras,SNBR,BRA,SNBR
SNBS,small_airport,Balsas Airport,"-46.05329895019531, -7.52603006362915",930,SA,BR,BR-MA,Balsas,SNBS,BSS,SNBS
SNBU,small_airport,Sócrates Mariani Bittencourt Airport,"-41.817501068115234, -14.255399703979492",1673,SA,BR,BR-BA,Brumado,SNBU,BMS,SNBU
SNBX,small_airport,Barra Airport,"-43.147499084472656, -11.08080005645752",1345,SA,BR,BR-BA,Barra,SNBX,BQQ,SNBX
SNCE,small_airport,Campo do Meio Airport,"-45.8046989440918, -21.10610008239746",2559,SA,BR,BR-MG,Campo Do Meio,SNCE,0,
SNCP,small_airport,Carutapera Airport,"-46.0172233581543, -1.2502779960632324",85,SA,BR,BR-MA,Carutapera,SNCP,CTP,
SNCU,small_airport,Cururupu Airport,"-44.866944, -1.821111",39,SA,BR,BR-MA,Cururupu,SNCU,CPU,
SNCV,small_airport,Campina Verde Airport,"-49.494998931884766, -19.53809928894043",1805,SA,BR,BR-MG,Campina Verde,SNCV,0,
SNCX,small_airport,Colatina Airport,"-40.57939910888672, -19.48699951171875",492,SA,BR,BR-ES,Colatina,SNCX,QCH,SNCX
SNDC,small_airport,Redenção Airport,"-49.97990036010742, -8.033289909362793",670,SA,BR,BR-PA,Redenção,SNDC,RDC,SNDC
SNDN,small_airport,Leopoldina Airport,"-42.72700119018555, -21.466100692749023",919,SA,BR,BR-MG,Leopoldina,SNDN,LEP,SNDN
SNDT,small_airport,Diamantina Airport,"-43.650398254399995, -18.232000351",4446,SA,BR,BR-MG,Diamantina,SNDT,DTI,
SNDV,small_airport,Brigadeiro Cabral Airport,"-44.870899200439, -20.180700302124",2608,SA,BR,BR-MG,Divinópolis,SNDV,DIQ,SNDV
SNED,small_airport,Sócrates Rezende Airport,"-38.954700469971, -15.666999816895",19,SA,BR,BR-BA,Canavieiras,SNED,CNV,SNED
SNEM,small_airport,Encanta Moça Airport,"-34.892799377441406, -8.094169616699219",10,SA,BR,BR-PE,Recife,SNEM,0,
SNFO,small_airport,Formiga Airport,"-45.48360061645508, -20.395299911499023",3337,SA,BR,BR-MG,Formiga,SNFO,0,
SNFX,small_airport,São Félix do Xingu Airport,"-51.9523, -6.6413",656,SA,BR,BR-PA,São Félix Do Xingu,SNFX,SXX,SNFX
SNGA,small_airport,Guarapari Airport,"-40.491901397700005, -20.646499633800005",28,SA,BR,BR-ES,Guarapari,SNGA,GUZ,SNGA
SNGD,small_airport,Guadalupe Airport,"-43.58219909667969, -6.782219886779785",564,SA,BR,BR-PI,Guadalupe,SNGD,GDP,
SNGI,small_airport,Guanambi Airport,"-42.74610137939453, -14.208200454711914",1815,SA,BR,BR-BA,Guanambi,SNGI,GNM,SNGI
SNGJ,small_airport,Grajaú Airport,"-46.1338996887207, -5.8002800941467285",773,SA,BR,BR-MA,Grajaú,SNGJ,0,
SNGN,small_airport,Garanhuns Airport,"-36.47159957885742, -8.834280014038086",2533,SA,BR,BR-PE,Garanhuns,SNGN,QGP,SNGN
SNIC,small_airport,Irecê Airport,"-41.84700012207031, -11.339900016784668",2561,SA,BR,BR-BA,Irecê,SNIC,IRE,SNIC
SNIG,small_airport,Iguatu Airport,"-39.293800354003906, -6.346640110015869",699,SA,BR,BR-CE,Iguatu,SNIG,QIG,SNIG
SNIP,small_airport,Itapetinga Airport,"-40.277198791503906, -15.244500160217285",915,SA,BR,BR-BA,Itapetinga,SNIP,QIT,SNIP
SNIU,small_airport,Ipiaú Airport,"-39.733890533447266, -14.133889198303223",492,SA,BR,BR-BA,Ipiaú,SNIU,IPU,SNIU
SNJB,small_airport,Jacobina Airport,"-40.5531005859375, -11.163200378417969",1640,SA,BR,BR-BA,Jacobina,SNJB,JCM,SNJB
SNJD,small_airport,João Durval Carneiro Airport,"-38.9067993164, -12.2003002167",768,SA,BR,BR-BA,Feira De Santana,SBFE,FEC,
SNJK,small_airport,Jequié Airport,"-40.07160186767578, -13.877699851989746",646,SA,BR,BR-BA,Jequié,SNJK,JEQ,SNJK
SNJN,small_airport,Januária Airport,"-44.385501861572266, -15.473799705505371",1575,SA,BR,BR-MG,Januária,SNJN,JNA,SNJN
SNJR,small_airport,Prefeito Octávio de Almeida Neves Airport,"-44.2247238159, -21.0849990845",3117,SA,BR,BR-MG,São João Del Rei,SNJR,JDR,SNJR
SNKE,small_airport,Santana do Araguaia Airport,"-50.32849884033203, -9.31997013092041",597,SA,BR,BR-PA,Santana Do Araguaia,SNKE,CMP,SNKE
SNKF,small_airport,Conselheiro Lafaiete Airport,"-43.797401428222656, -20.73859977722168",3478,SA,BR,BR-MG,Conselheiro Lafaiete,SNKF,QDF,
SNKI,small_airport,Cachoeiro do Itapemirim Airport,"-41.1856002808, -20.834299087499996",335,SA,BR,BR-ES,Cachoeiro Do Itapemirim,SNKI,CDI,SNKI
SNKL,small_airport,Colinas Airport,"-44.2338981628418, -5.966939926147461",394,SA,BR,BR-MA,Colinas,SNKL,0,
SNKN,small_airport,Currais Novos Airport,"-36.540279388427734, -6.280832767486572",1148,SA,BR,BR-RN,Currais Novos,SNKN,QCP,
SNLO,small_airport,São Lourenço Airport,"-45.044498443603516, -22.090900421142578",2871,SA,BR,BR-MG,São Lourenço,SNLO,SSO,SNLO
SNMA,small_airport,Monte Alegre Airport,"-54.07419967651367, -1.9958000183105469",325,SA,BR,BR-PA,Monte Alegre,SNMA,MTE,SNMA
SNMB,small_airport,Mombaça Airport,"-39.62139892578125, -5.744170188903809",748,SA,BR,BR-CE,Mombaça,SNMB,0,
SNMS,small_airport,Monte Santo de Minas Airport,"-46.958900451660156, -21.175800323486328",2936,SA,BR,BR-MG,Monte Santo De Minas,SNMS,0,
SNMU,small_airport,Mucuri Airport,"-39.864200592041016, -18.048900604248047",276,SA,BR,BR-BA,Mucuri,SNMU,MVS,SNMU
SNMX,small_airport,São Mateus Airport,"-39.83369827270508, -18.72130012512207",98,SA,BR,BR-ES,São Mateus,SNMX,SBJ,SNMX
SNMZ,small_airport,Porto de Moz Airport,"-52.23609924316406, -1.7414499521255493",53,SA,BR,BR-PA,Porto De Moz,SNMZ,PTQ,SNMZ
SNNU,small_airport,Nanuque Airport,"-40.329898834228516, -17.823299407958984",591,SA,BR,BR-MG,Nanuque,SNNU,NNU,SNNU
SNOC,small_airport,Morro do Chapéu Airport,"-41.1796989440918, -11.53439998626709",3609,SA,BR,BR-BA,Morro Do Chapéu,SNOC,0,
SNOE,small_airport,Oeiras Airport,"-42.167198181152344, -7.018889904022217",820,SA,BR,BR-PI,Oeiras,SNOE,0,
SNOF,small_airport,Ouro Fino Airport,"-46.3932991027832, -22.297500610351562",2818,SA,BR,BR-MG,Ouro Fino,SNOF,0,
SNOP,small_airport,Propriá Airport,"-36.83359909057617, -10.267200469970703",164,SA,BR,BR-SE,Propriá,SNOP,0,
SNOS,small_airport,Municipal José Figueiredo Airport,"-46.661800384521484, -20.732200622558594",2697,SA,BR,BR-MG,Passos,SNOS,PSW,SNOS
SNOU,small_airport,Feijó Airport,"-70.347221374512, -8.140832901001",394,SA,BR,BR-AC,Feijó,SNOU,FEJ,
SNOX,small_airport,Oriximiná Airport,"-55.83620071411133, -1.7140799760818481",262,SA,BR,BR-PA,Oriximiná,SNOX,ORX,SNOX
SNPB,small_airport,Pastos Bons Airport,"-44.083900451660156, -6.666940212249756",197,SA,BR,BR-MA,Pastos Bons,SNPB,0,
SNPC,small_airport,Picos Airport,"-41.52370071411133, -7.0620598793029785",1050,SA,BR,BR-PI,Picos,SNPC,PCS,SNPC
SNPD,small_airport,Patos de Minas Airport,"-46.4911994934082, -18.672800064086914",2793,SA,BR,BR-MG,Patos De Minas,SNPD,POJ,SNPD
SNPI,small_airport,Piatã Airport,"-41.775001525878906, -13.00059986114502",4118,SA,BR,BR-BA,Piatã,SNPI,0,
SNPJ,small_airport,Patrocínio Airport,"-46.98270034790039, -18.909400939941406",3229,SA,BR,BR-MG,Patrocínio,SNPJ,0,
SNPO,small_airport,Pompeu Airport,"-45.02330017089844, -19.20330047607422",2313,SA,BR,BR-MG,Pompeu,SNPO,0,
SNPU,small_airport,Paraguaçu Airport,"-45.75170135498047, -21.559200286865234",2838,SA,BR,BR-MG,Paraguaçu,SNPU,0,
SNPX,small_airport,Pirapora Airport,"-44.86029815673828, -17.3169002532959",1808,SA,BR,BR-MG,Pirapora,SNPX,PIV,SNPX
SNQ,small_airport,San Quintín Military Airstrip,"-115.9462, 30.5288",68,NA,MX,MX-BCN,Military Camp Number 2-D,,SNQ,
SNQG,small_airport,Cangapara Airport,"-43.077301025390625, -6.8463897705078125",689,SA,BR,BR-PI,Floriano,SNQG,FLB,SNQG
SNQP,small_airport,Fazenda São Francisco Airport,"-50.23030090332031, -20.5674991607666",1437,SA,BR,BR-SP,Magda,SNQP,0,
SNRA,small_airport,Fazenda Santo André Airport,"-46.352779388427734, -19.726110458374023",4134,SA,BR,BR-MG,Pratinha,SNRA,PIV,
SNRD,small_airport,Prado Airport,"-39.27119827270508, -17.29669952392578",66,SA,BR,BR-BA,Prado,SNRD,PDF,SNRD
SNRP,small_airport,Rio Paranaíba Airport,"-46.2406005859375, -19.212499618530273",3757,SA,BR,BR-MG,Rio Paranaíba,SNRP,0,
SNRU,small_airport,Caruaru Airport,"-36.01350021362305, -8.282389640808105",1891,SA,BR,BR-PE,Caruaru,SNRU,CAU,SNRU
SNRX,small_airport,Riachão Airport,"-46.6338996887207, -7.350279808044434",1312,SA,BR,BR-MA,Riachão,SNRX,0,
SNSC,small_airport,Sacramento Airport,"-47.42219924926758, -19.89310073852539",3288,SA,BR,BR-MG,Sacramento,SNSC,0,
SNSH,small_airport,São José Airport,"-54.73139953613281, -2.5744400024414062",440,SA,BR,BR-PA,Santarém,SNSH,0,
SNSW,small_airport,Soure Airport,"-48.520999908447266, -0.6994310021400452",43,SA,BR,BR-PA,Soure,SNSW,SFK,SNSW
SNTF,small_airport,9 de Maio - Teixeira de Freitas Airport,"-39.66849899292, -17.524499893188",344,SA,BR,BR-BA,Teixeira De Freitas,SNTF,TXF,SNTF
SNTI,small_airport,Óbidos Airport,"-55.514400482177734, -1.867169976234436",328,SA,BR,BR-PA,Óbidos,SNTI,OBI,SNTI
SNTK,small_airport,Monte Carmelo Airport,"-47.48310089111328, -18.717199325561523",2904,SA,BR,BR-MG,Monte Carmelo,SNTK,0,
SNTO,small_airport,Juscelino Kubitscheck Airport,"-41.51359939575195, -17.89229965209961",1572,SA,BR,BR-MG,Teófilo Otoni,SNTO,TFL,SNTO
SNTQ,small_airport,Buritirama Airport,"-43.654701232910156, -10.724200248718262",1690,SA,BR,BR-BA,Buritirama,SNTQ,0,
SNVB,small_airport,Valença Airport,"-38.992401123046875, -13.296500205993652",21,SA,BR,BR-BA,Valença,SNVB,VAL,SNVB
SNVD,small_airport,Santa Maria da Vitória Airport,"-44.217201232910156, -13.40060043334961",1850,SA,BR,BR-BA,Santa Maria Da Vitória,SNVD,0,
SNVG,small_airport,Volta Grande Airport,"-48.2338981628418, -20.033899307250977",1831,SA,BR,BR-MG,Conceição Das Alagoas,SNVG,0,
SNVI,small_airport,Mélio Viana Airport,"-45.26919937133789, -21.790599822998047",3232,SA,BR,BR-MG,Três Corações,SNVI,QID,
SNVS,small_airport,Breves Airport,"-50.443599700927734, -1.6365300416946411",98,SA,BR,BR-PA,Breves,SNVS,BVS,SNVS
SNWC,small_airport,Camocim Airport,"-40.858001708984375, -2.8961799144744873",16,SA,BR,BR-CE,Camocim,SNWC,CMC,
SNXA,small_airport,Machado Airport,"-45.84109878540039, -21.6781005859375",2969,SA,BR,BR-MG,Machado,SNXA,0,
SNYE,small_airport,Pinheiro Airport,"-45.067222595214844, -2.4836111068725586",125,SA,BR,BR-MA,Pinheiro,SNYE,PHI,SNYE
SNYH,small_airport,Agropecuária Castanhais Airport,"-51.17416763305664, -8.699999809265137",1096,SA,BR,BR-PA,Cumaru Do Norte,SNYH,ITI,
SNYW,small_airport,Antônio Guerreiro Airport,"-44.651114, -2.109444",245,SA,BR,BR-MA,Guimarães,SNYW,GMS,
SNZA,small_airport,Pouso Alegre Airport,"-45.91910171508789, -22.289199829101562",2904,SA,BR,BR-MG,Pouso Alegre,SNZA,PPY,SNZA
SNZW,small_airport,Ituberá Airport,"-39.1416664124, -13.7322216034",13,SA,BR,BR-BA,Ituberá,SNZW,ITE,
SO-BXX,small_airport,Borama Airport,"43.1495, 9.9463",,AF,SO,SO-WO,Borama,,BXX,
SO-GTA,small_airport,Gatokae Airport,"158.203056, -8.739167",70,OC,SB,SB-WE,Gatokae,AGOK,GTA,
SOA,small_airport,Sóc Trăng Airport,"105.9602, 9.5814",20,AS,VN,VN-52,Sóc Trăng,,SOA,
SOCA,medium_airport,Cayenne-Rochambeau Airport,"-52.360401153599994, 4.819809913639999",26,SA,GF,GF-CY,Cayenne / Rochambeau,SOCA,CAY,
SOGS,small_airport,Grand-Santi Airport,"-54.373056, 4.285833",207,SA,GF,GF-SL,Grand-Santi,SOGS,GSI,
SOOA,small_airport,Maripasoula Airport,"-54.037201, 3.6575",406,SA,GF,GF-SL,Maripasoula,SOOA,MPY,
SOOG,medium_airport,Saint-Georges-de-l'Oyapock Airport,"-51.8041000366, 3.89759993553",46,SA,GF,GF-CY,Saint-Georges-de-l'Oyapock Airport,SOOG,OYP,
SOOM,small_airport,Saint-Laurent-du-Maroni Airport,"-54.034401, 5.48306",16,SA,GF,GF-SL,Saint-Laurent-du-Maroni,SOOM,LDX,
SOOR,small_airport,Regina Airport,"-52.1316986084, 4.31472015381",82,SA,GF,GF-CY,Regina,SOOR,REI,
SOOS,small_airport,Saúl Airport,"-53.204201, 3.61361",656,SA,GF,GF-SL,Saúl,SOOS,XAU,
SOR,small_airport,Al Thaurah Airport,"40.1524, 34.3905",1278,AS,SY,SY-DY,Al Thaurah,,SOR,
SPAO,small_airport,San Juan Aposento Airport,"-75.16709899902344, -15.353899955749512",23,SA,PE,PE-ICA,San Juan Aposento,SPAO,APE,
SPAR,small_airport,Alerta Airport,"-69.33300018310547, -11.682999610900879",797,SA,PE,PE-MDD,Fortaleza,SPAR,ALD,
SPAS,small_airport,Alferez FAP Alfredo Vladimir Sara Bauer Airport,"-76.46659851070001, -2.79612994194",728,SA,PE,PE-LOR,Andoas,SPAS,AOP,
SPBB,small_airport,Moyobamba Airport,"-76.98832702636719, -6.0188889503479",2749,SA,PE,PE-SAM,Moyobamba,SPBB,MBP,
SPBL,small_airport,Huallaga Airport,"-76.58219909667969, -7.06056022644043",980,SA,PE,PE-SAM,Bellavista,SPBL,BLP,
SPBR,medium_airport,Iberia Airport,"-69.48870086669922, -11.411600112915039",750,SA,PE,PE-MDD,Iberia,SPBR,IBP,
SPCL,medium_airport,Cap FAP David Abenzur Rengifo International Airport,"-74.57430267333984, -8.37794017791748",513,SA,PE,PE-UCA,Pucallpa,SPCL,PCL,
SPDR,small_airport,Trompeteros Airport,"-75.03929901119999, -3.80601000786",427,SA,PE,PE-LOR,Corrientes,SPDR,TDP,
SPEO,medium_airport,Teniente FAP Jaime A De Montreuil Morales Airport,"-78.5238037109375, -9.149609565734863",69,SA,PE,PE-ANC,Chimbote,SPEO,CHM,
SPGM,small_airport,Tingo Maria Airport,"-75.94999694824219, -9.133000373840332",2010,SA,PE,PE-HUC,Tingo Maria,SPGM,TGI,
SPHI,medium_airport,Capitan FAP Jose A Quinones Gonzales International Airport,"-79.8281021118164, -6.787479877471924",97,SA,PE,PE-LAM,Chiclayo,SPHI,CIX,
SPHO,medium_airport,Coronel FAP Alfredo Mendivil Duarte Airport,"-74.20439910888672, -13.154800415039062",8917,SA,PE,PE-AYA,Ayacucho,SPHO,AYP,
SPHY,small_airport,Andahuaylas Airport,"-73.35040283203125, -13.706399917602539",11300,SA,PE,PE-APU,Andahuaylas,SPHY,ANS,
SPHZ,medium_airport,Comandante FAP German Arias Graziani Airport,"-77.59839630126953, -9.347439765930176",9097,SA,PE,PE-ANC,Anta,SPHZ,ATA,
SPIL,small_airport,Quince Air Base,"-70.75330352783203, -13.23330020904541",2047,SA,PE,PE-CUS,Quince Mil,SPIL,UMI,
SPIM,large_airport,Jorge Chávez International Airport,"-77.114304, -12.0219",113,SA,PE,PE-LIM,Lima,SPJC,LIM,
SPIP,small_airport,Satipo Airport,"-74.63300323486328, -11.282999992370605",2099,SA,PE,PE-JUN,Satipo,SPIP,SFK,
SPIZ,small_airport,Uchiza Airport,"-76.3499984741211, -8.467000007629395",1965,SA,PE,PE-HUC,Uchiza,SPIZ,UCZ,
SPJA,medium_airport,Juan Simons Vela Airport,"-77.16000366210938, -6.067860126495361",2707,SA,PE,PE-SAM,Rioja,SPJA,RIJ,
SPJE,medium_airport,Shumba Airport,"-78.774002, -5.59248",2477,SA,PE,PE-CAJ,Jaén,SPJE,JAE,
SPJI,medium_airport,Juanjui Airport,"-76.72859954833984, -7.169099807739258",1148,SA,PE,PE-SAM,Juanjuí,SPJI,JJI,
SPJJ,medium_airport,Francisco Carle Airport,"-75.47339630130001, -11.7831001282",11034,SA,PE,PE-JUN,Jauja,SPJJ,JAU,
SPJL,medium_airport,Inca Manco Capac International Airport,"-70.158203125, -15.467100143432617",12552,SA,PE,PE-PUN,Juliaca,SPJL,JUL,
SPJN,small_airport,San Juan de Marcona Airport,"-75.13719940185547, -15.352499961853027",144,SA,PE,PE-ICA,San Juan de Marcona,SPJN,SJA,
SPJR,medium_airport,Mayor General FAP Armando Revoredo Iglesias Airport,"-78.4894027709961, -7.1391801834106445",8781,SA,PE,PE-CAJ,Cajamarca,SPJR,CJA,
SPLN,small_airport,San Nicolas Airport,"-77.5011978149414, -6.39231014251709",5082,SA,PE,PE-AMA,Rodriguez de Mendoza,SPLN,RIM,
SPLO,medium_airport,Ilo Airport,"-71.34400177001953, -17.69499969482422",72,SA,PE,PE-MOQ,Ilo,SPLO,ILQ,
